Name;Domain;Description;CAPEC ID;Similarity;summary_th_df;summary_th_df;summary_ca_df
T-R1-05;enterprise-attack;A malicious actor gains unauthorized access to data;CAPEC-476;0.5550672;A Threat with the title A malicious actor gains unauthorized access to data and the descriptionAn attacker can perform a spoofing attack to exploit the Data request and subscription service for the purpose to gain unauthorized access to data.;A Threat with the title A malicious actor gains unauthorized access to data and the descriptionAn attacker can perform a spoofing attack to exploit the Data request and subscription service for the purpose to gain unauthorized access to data.;A CAPEC with the title Signature Spoofing by Misrepresentation. The description of this CAPEC is:An attacker exploits a weakness in the parsing or display code of the recipient software to generate a data blob containing a supposedly valid signature, but the signer's identity is falsely represented, which can lead to the attacker manipulating the recipient software or its victim user to perform compromising actions.. The Domain of this is: Software
T-RADIO-01;enterprise-attack;Disruption through radio jamming, sniffing and spoofing;CAPEC-601;0.65491855;"A Threat with the title Disruption through radio jamming, sniffing and spoofing and the descriptionLike for any wireless technology, disruption through radio jamming is possible by analyzing the physical downlink and uplink control channels and signals. 5G radio network is vulnerable to:
• Jamming Vulnerability of Reference Signals
• Jamming Vulnerability of Synchronization Signal
• Jamming Vulnerability of the PBCH
• Sniffing and Spoofing Vulnerability of the PBCH
• Jamming Vulnerability of PDCCH
• Jamming Vulnerability of Physical Uplink Control Channel
• Jamming Vulnerability of Physical Random-Access Channel
NOTE 1: The O-RAN OEMs need to develop new intelligence that can proactively alert the operator when this attack is initiated so that the operator can take appropriate actions to mitigate.
NOTE 2: In the scenario of RF spoofing, the UE needs to be able to validate the legitimacy of the O-RU as being one owned and operated by the operator. 3GPP has proposed in a study to use Digital Signatures to mitigate this threat but there has been no agreement on this to date. The O-RAN OEMs need to develop new intelligence that can proactively alert the operator when this attack is initiated so that the operator can take appropriate actions to mitigate.";"A Threat with the title Disruption through radio jamming, sniffing and spoofing and the descriptionLike for any wireless technology, disruption through radio jamming is possible by analyzing the physical downlink and uplink control channels and signals. 5G radio network is vulnerable to:
• Jamming Vulnerability of Reference Signals
• Jamming Vulnerability of Synchronization Signal
• Jamming Vulnerability of the PBCH
• Sniffing and Spoofing Vulnerability of the PBCH
• Jamming Vulnerability of PDCCH
• Jamming Vulnerability of Physical Uplink Control Channel
• Jamming Vulnerability of Physical Random-Access Channel
NOTE 1: The O-RAN OEMs need to develop new intelligence that can proactively alert the operator when this attack is initiated so that the operator can take appropriate actions to mitigate.
NOTE 2: In the scenario of RF spoofing, the UE needs to be able to validate the legitimacy of the O-RU as being one owned and operated by the operator. 3GPP has proposed in a study to use Digital Signatures to mitigate this threat but there has been no agreement on this to date. The O-RAN OEMs need to develop new intelligence that can proactively alert the operator when this attack is initiated so that the operator can take appropriate actions to mitigate.";A CAPEC with the title Jamming. The description of this CAPEC is:An adversary uses radio noise or signals in an attempt to disrupt communications. By intentionally overwhelming system resources with illegitimate traffic, service is denied to the legitimate traffic of authorized users.. The Domain of this is: Communications
T-RADIO-02;enterprise-attack;DoS attacks on cognitive radio networks;CAPEC-601;0.5660349;A Threat with the title DoS attacks on cognitive radio networks and the descriptionCognitive radio (CR) technology, which is designed to enhance spectrum utilization, depends on the success of opportunistic access, where unlicensed secondary users (SUs) exploit spectrum void unoccupied by primary users (PUs) for transmissions. To realize DoS attacks, malicious users (MUs) target the critical functionalities for CR ecosystems, including spectrum sensing, agile radio, and light-handed regulation since once these functionalities fail, SUs are not able to communicate effectively. For example, MUs can directly jam the victim by injecting interference or deceive SUs into believing that there is a PU by emulating the signal characteristics of the PU, thereby evacuating the occupied spectrum. Moreover, the liability rule is vulnerable to the selfish and greedy users aiming to maximize their own private benefits. Since complying with the rule results in less transmission opportunities, such SUs may not want to invest efforts to follow the rule and thus will transmit simultaneously with Pus.;A Threat with the title DoS attacks on cognitive radio networks and the descriptionCognitive radio (CR) technology, which is designed to enhance spectrum utilization, depends on the success of opportunistic access, where unlicensed secondary users (SUs) exploit spectrum void unoccupied by primary users (PUs) for transmissions. To realize DoS attacks, malicious users (MUs) target the critical functionalities for CR ecosystems, including spectrum sensing, agile radio, and light-handed regulation since once these functionalities fail, SUs are not able to communicate effectively. For example, MUs can directly jam the victim by injecting interference or deceive SUs into believing that there is a PU by emulating the signal characteristics of the PU, thereby evacuating the occupied spectrum. Moreover, the liability rule is vulnerable to the selfish and greedy users aiming to maximize their own private benefits. Since complying with the rule results in less transmission opportunities, such SUs may not want to invest efforts to follow the rule and thus will transmit simultaneously with Pus.;A CAPEC with the title Jamming. The description of this CAPEC is:An adversary uses radio noise or signals in an attempt to disrupt communications. By intentionally overwhelming system resources with illegitimate traffic, service is denied to the legitimate traffic of authorized users.. The Domain of this is: Communications
T-RADIO-01;enterprise-attack;Disruption through radio jamming, sniffing and spoofing;CAPEC-559;0.5652691;"A Threat with the title Disruption through radio jamming, sniffing and spoofing and the descriptionLike for any wireless technology, disruption through radio jamming is possible by analyzing the physical downlink and uplink control channels and signals. 5G radio network is vulnerable to:
• Jamming Vulnerability of Reference Signals
• Jamming Vulnerability of Synchronization Signal
• Jamming Vulnerability of the PBCH
• Sniffing and Spoofing Vulnerability of the PBCH
• Jamming Vulnerability of PDCCH
• Jamming Vulnerability of Physical Uplink Control Channel
• Jamming Vulnerability of Physical Random-Access Channel
NOTE 1: The O-RAN OEMs need to develop new intelligence that can proactively alert the operator when this attack is initiated so that the operator can take appropriate actions to mitigate.
NOTE 2: In the scenario of RF spoofing, the UE needs to be able to validate the legitimacy of the O-RU as being one owned and operated by the operator. 3GPP has proposed in a study to use Digital Signatures to mitigate this threat but there has been no agreement on this to date. The O-RAN OEMs need to develop new intelligence that can proactively alert the operator when this attack is initiated so that the operator can take appropriate actions to mitigate.";"A Threat with the title Disruption through radio jamming, sniffing and spoofing and the descriptionLike for any wireless technology, disruption through radio jamming is possible by analyzing the physical downlink and uplink control channels and signals. 5G radio network is vulnerable to:
• Jamming Vulnerability of Reference Signals
• Jamming Vulnerability of Synchronization Signal
• Jamming Vulnerability of the PBCH
• Sniffing and Spoofing Vulnerability of the PBCH
• Jamming Vulnerability of PDCCH
• Jamming Vulnerability of Physical Uplink Control Channel
• Jamming Vulnerability of Physical Random-Access Channel
NOTE 1: The O-RAN OEMs need to develop new intelligence that can proactively alert the operator when this attack is initiated so that the operator can take appropriate actions to mitigate.
NOTE 2: In the scenario of RF spoofing, the UE needs to be able to validate the legitimacy of the O-RU as being one owned and operated by the operator. 3GPP has proposed in a study to use Digital Signatures to mitigate this threat but there has been no agreement on this to date. The O-RAN OEMs need to develop new intelligence that can proactively alert the operator when this attack is initiated so that the operator can take appropriate actions to mitigate.";"A CAPEC with the title Orbital Jamming. The description of this CAPEC is:In this attack pattern, the adversary sends disruptive signals at a target satellite using a rogue uplink station to disrupt the intended transmission. Those within the satellite's footprint are prevented from reaching the satellite's targeted or neighboring channels. The satellite's footprint size depends upon its position in the sky; higher orbital satellites cover multiple continents.. The Domain of this is: Communications"
T-rAPP-06;enterprise-attack;An attacker bypasses authentication and authorization using an injection attack;CAPEC-110;0.5510856;A Threat with the title An attacker bypasses authentication and authorization using an injection attack and the descriptionIt is possible that an attacker to submit requests without prior authentication and authorization by executing an injection attack to manipulate configurations, access logs, perform remote code execution, etc.;A Threat with the title An attacker bypasses authentication and authorization using an injection attack and the descriptionIt is possible that an attacker to submit requests without prior authentication and authorization by executing an injection attack to manipulate configurations, access logs, perform remote code execution, etc.;A CAPEC with the title SQL Injection through SOAP Parameter Tampering. The description of this CAPEC is:An attacker modifies the parameters of the SOAP message that is sent from the service consumer to the service provider to initiate a SQL injection attack. On the service provider side, the SOAP message is parsed and parameters are not properly validated before being used to access a database in a way that does not use parameter binding, thus enabling the attacker to control the structure of the executed SQL query. This pattern describes a SQL injection attack with the delivery mechanism being a SOAP message.. The Domain of this is: Software
T-SharedORU-07;enterprise-attack;Untrusted peering to the SMO;CAPEC-132;0.5525973;A Threat with the title Untrusted peering to the SMO and the descriptionAttacker exploits weak authentication on the SMO to establish session with a malicious app masquerading as a Shared O-RU.;A Threat with the title Untrusted peering to the SMO and the descriptionAttacker exploits weak authentication on the SMO to establish session with a malicious app masquerading as a Shared O-RU.;A CAPEC with the title Symlink Attack. The description of this CAPEC is:An adversary positions a symbolic link in such a manner that the targeted user or application accesses the link's endpoint, assuming that it is accessing a file with the link's name.. The Domain of this is: Software
T-OPENSRC-02;enterprise-attack;A trusted developer intentionally inserts a backdoor into an open source code O-RAN component;CAPEC-242;0.57067305;"A Threat with the title A trusted developer intentionally inserts a backdoor into an open source code O-RAN component and the descriptionA trusted developer intentionally inserts a backdoor by injecting a few lines of malicious code into an open source code component to be used within the O-RAN system. A software project team picks up and uses the infected open source code and the development team’s tools for vetting and testing the component do not detect the malicious code. Unknowingly they have introduced a vulnerability into their O-RAN software code.
The vulnerability has gone undetected and the threat actor is able to compromise the software through the inserted vulnerability. The resulting effect on the O-RAN system can take a variety of forms, from being annoying to impacting system performance (DoS) to the loss of sensitive data.";"A Threat with the title A trusted developer intentionally inserts a backdoor into an open source code O-RAN component and the descriptionA trusted developer intentionally inserts a backdoor by injecting a few lines of malicious code into an open source code component to be used within the O-RAN system. A software project team picks up and uses the infected open source code and the development team’s tools for vetting and testing the component do not detect the malicious code. Unknowingly they have introduced a vulnerability into their O-RAN software code.
The vulnerability has gone undetected and the threat actor is able to compromise the software through the inserted vulnerability. The resulting effect on the O-RAN system can take a variety of forms, from being annoying to impacting system performance (DoS) to the loss of sensitive data.";A CAPEC with the title Code Injection. The description of this CAPEC is:An adversary exploits a weakness in input validation on the target to inject new code into that which is currently executing. This differs from code inclusion in that code inclusion involves the addition or replacement of a reference to a code file, which is subsequently loaded by the target and used as part of the code of some application.. The Domain of this is: Software
T-OPENSRC-02;enterprise-attack;A trusted developer intentionally inserts a backdoor into an open source code O-RAN component;CAPEC-537;0.583024;"A Threat with the title A trusted developer intentionally inserts a backdoor into an open source code O-RAN component and the descriptionA trusted developer intentionally inserts a backdoor by injecting a few lines of malicious code into an open source code component to be used within the O-RAN system. A software project team picks up and uses the infected open source code and the development team’s tools for vetting and testing the component do not detect the malicious code. Unknowingly they have introduced a vulnerability into their O-RAN software code.
The vulnerability has gone undetected and the threat actor is able to compromise the software through the inserted vulnerability. The resulting effect on the O-RAN system can take a variety of forms, from being annoying to impacting system performance (DoS) to the loss of sensitive data.";"A Threat with the title A trusted developer intentionally inserts a backdoor into an open source code O-RAN component and the descriptionA trusted developer intentionally inserts a backdoor by injecting a few lines of malicious code into an open source code component to be used within the O-RAN system. A software project team picks up and uses the infected open source code and the development team’s tools for vetting and testing the component do not detect the malicious code. Unknowingly they have introduced a vulnerability into their O-RAN software code.
The vulnerability has gone undetected and the threat actor is able to compromise the software through the inserted vulnerability. The resulting effect on the O-RAN system can take a variety of forms, from being annoying to impacting system performance (DoS) to the loss of sensitive data.";A CAPEC with the title Infiltration of Hardware Development Environment. The description of this CAPEC is:An adversary, leveraging the ability to manipulate components of primary support systems and tools within the development and production environments, inserts malicious software within the hardware and/or firmware development environment. The infiltration purpose is to alter developed hardware components in a system destined for deployment at the victim's organization, for the purpose of disruption or further compromise.. The Domains of this are: Supply Chain, Hardware
T-SMO-08;enterprise-attack;Attacker exploits insecure API to gain access to SMO;CAPEC-533;0.5532035;A Threat with the title Attacker exploits insecure API to gain access to SMO and the descriptionAn insecure API may allow access to a system for an attacker to conduct remote code execution or an advanced persistent threat;A Threat with the title Attacker exploits insecure API to gain access to SMO and the descriptionAn insecure API may allow access to a system for an attacker to conduct remote code execution or an advanced persistent threat;A CAPEC with the title Malicious Manual Software Update. The description of this CAPEC is:An attacker introduces malicious code to the victim's system by altering the payload of a software update, allowing for additional compromise or site disruption at the victim location. These manual, or user-assisted attacks, vary from requiring the user to download and run an executable, to as streamlined as tricking the user to click a URL. Attacks which aim at penetrating a specific network infrastructure often rely upon secondary attack methods to achieve the desired impact. Spamming, for example, is a common method employed as an secondary attack vector. Thus the attacker has in their arsenal a choice of initial attack vectors ranging from traditional SMTP/POP/IMAP spamming and its varieties, to web-application mechanisms which commonly implement both chat and rich HTML messaging within the user interface.. The Domains of this are: Social Engineering, Supply Chain, Software
T-AppLCM-01;enterprise-attack;Compromise of App/VNF/CNF update package integrity during onboarding;CAPEC-533;0.562869;A Threat with the title Compromise of App/VNF/CNF update package integrity during onboarding and the descriptionAttackers gains access to the SMO to modify the App/VNF/CNF update package to enable a malicious application. ;A Threat with the title Compromise of App/VNF/CNF update package integrity during onboarding and the descriptionAttackers gains access to the SMO to modify the App/VNF/CNF update package to enable a malicious application. ;A CAPEC with the title Malicious Manual Software Update. The description of this CAPEC is:An attacker introduces malicious code to the victim's system by altering the payload of a software update, allowing for additional compromise or site disruption at the victim location. These manual, or user-assisted attacks, vary from requiring the user to download and run an executable, to as streamlined as tricking the user to click a URL. Attacks which aim at penetrating a specific network infrastructure often rely upon secondary attack methods to achieve the desired impact. Spamming, for example, is a common method employed as an secondary attack vector. Thus the attacker has in their arsenal a choice of initial attack vectors ranging from traditional SMTP/POP/IMAP spamming and its varieties, to web-application mechanisms which commonly implement both chat and rich HTML messaging within the user interface.. The Domains of this are: Social Engineering, Supply Chain, Software
T-GEN-02;enterprise-attack;Malicious access to exposed services using valid accounts;CAPEC-560;0.55446863;"A Threat with the title Malicious access to exposed services using valid accounts and the descriptionAccess to valid accounts to use the O-Cloud services is often a requirement, which could be obtained through credential pharming or by obtaining the credentials from users after compromising the network. 
Adversaries may obtain and abuse credentials of existing accounts as a means of gaining initial access, persistence, privilege escalation, or defense evasion. Compromised credentials may be used to bypass access controls placed on various resources on O-Cloud.
Compromised credentials may also grant an adversary increased privilege to specific O-Cloud services or access to restricted areas of the O-Cloud network. 
Access may be also gained through an exposed service that doesn’t require authentication. In containerized environments, this may include an exposed Docker API, Kubernetes API server, kubelet, or web application such as the Kubernetes dashboard.";"A Threat with the title Malicious access to exposed services using valid accounts and the descriptionAccess to valid accounts to use the O-Cloud services is often a requirement, which could be obtained through credential pharming or by obtaining the credentials from users after compromising the network. 
Adversaries may obtain and abuse credentials of existing accounts as a means of gaining initial access, persistence, privilege escalation, or defense evasion. Compromised credentials may be used to bypass access controls placed on various resources on O-Cloud.
Compromised credentials may also grant an adversary increased privilege to specific O-Cloud services or access to restricted areas of the O-Cloud network. 
Access may be also gained through an exposed service that doesn’t require authentication. In containerized environments, this may include an exposed Docker API, Kubernetes API server, kubelet, or web application such as the Kubernetes dashboard.";"A CAPEC with the title Use of Known Domain Credentials. The description of this CAPEC is:
            <xhtml:p>An adversary guesses or obtains (i.e. steals or purchases) legitimate credentials (e.g. userID/password) to achieve authentication and to perform authorized actions under the guise of an authenticated user or service.</xhtml:p>
         . The Domains of this are: Software, Hardware"
T-SharedORU-36;enterprise-attack;Shared O-RU M-plane hijacking by DNS compromise;CAPEC-291;0.61683315;A Threat with the title Shared O-RU M-plane hijacking by DNS compromise and the descriptionShared O-RU M-plane initialization depends on DNS, if FQDN is returned as the NETCONF controller of shared O-RU during its initialization. The name resolution of FQDN can be manipulated by an attacker using a compromised DNS server and prevent Shared O-RU from reaching carrier-active state due to unavailability of carrier configuration. This kind of attack can cause a Denial of Service on the shared O-RU.;A Threat with the title Shared O-RU M-plane hijacking by DNS compromise and the descriptionShared O-RU M-plane initialization depends on DNS, if FQDN is returned as the NETCONF controller of shared O-RU during its initialization. The name resolution of FQDN can be manipulated by an attacker using a compromised DNS server and prevent Shared O-RU from reaching carrier-active state due to unavailability of carrier configuration. This kind of attack can cause a Denial of Service on the shared O-RU.;A CAPEC with the title DNS Zone Transfers. The description of this CAPEC is:An attacker exploits a DNS misconfiguration that permits a ZONE transfer. Some external DNS servers will return a list of IP address and valid hostnames. Under certain conditions, it may even be possible to obtain Zone data about the organization's internal network. When successful the attacker learns valuable information about the topology of the target organization, including information about particular servers, their role within the IT structure, and possibly information about the operating systems running upon the network. This is configuration dependent behavior so it may also be required to search out multiple DNS servers while attempting to find one with ZONE transfers allowed.. The Domain of this is: Software
T-rAPP-04;enterprise-attack;An attacker bypasses authentication and authorization;CAPEC-115;0.5992744;A Threat with the title An attacker bypasses authentication and authorization and the descriptionAn Attacker can exploit an rApp that has weak or misconfigured authentication and authorization to gain access to the rApp and pose as a tenant. ;A Threat with the title An attacker bypasses authentication and authorization and the descriptionAn Attacker can exploit an rApp that has weak or misconfigured authentication and authorization to gain access to the rApp and pose as a tenant. ;A CAPEC with the title Authentication Bypass. The description of this CAPEC is:An attacker gains access to application, service, or device with the privileges of an authorized or privileged user by evading or circumventing an authentication mechanism. The attacker is therefore able to access protected data without authentication ever having taken place.. The Domain of this is: Software
T-rAPP-06;enterprise-attack;An attacker bypasses authentication and authorization using an injection attack;CAPEC-115;0.608992;A Threat with the title An attacker bypasses authentication and authorization using an injection attack and the descriptionIt is possible that an attacker to submit requests without prior authentication and authorization by executing an injection attack to manipulate configurations, access logs, perform remote code execution, etc.;A Threat with the title An attacker bypasses authentication and authorization using an injection attack and the descriptionIt is possible that an attacker to submit requests without prior authentication and authorization by executing an injection attack to manipulate configurations, access logs, perform remote code execution, etc.;A CAPEC with the title Authentication Bypass. The description of this CAPEC is:An attacker gains access to application, service, or device with the privileges of an authorized or privileged user by evading or circumventing an authentication mechanism. The attacker is therefore able to access protected data without authentication ever having taken place.. The Domain of this is: Software
T-SMO-08;enterprise-attack;Attacker exploits insecure API to gain access to SMO;CAPEC-115;0.5593991;A Threat with the title Attacker exploits insecure API to gain access to SMO and the descriptionAn insecure API may allow access to a system for an attacker to conduct remote code execution or an advanced persistent threat;A Threat with the title Attacker exploits insecure API to gain access to SMO and the descriptionAn insecure API may allow access to a system for an attacker to conduct remote code execution or an advanced persistent threat;A CAPEC with the title Authentication Bypass. The description of this CAPEC is:An attacker gains access to application, service, or device with the privileges of an authorized or privileged user by evading or circumventing an authentication mechanism. The attacker is therefore able to access protected data without authentication ever having taken place.. The Domain of this is: Software
T-AAL-06;enterprise-attack;Firmware attacks;CAPEC-638;0.6231934;A Threat with the title Firmware attacks and the descriptionHardware accelerators often have their own firmware, which can be targeted by attackers. This could include modifying the firmware to introduce vulnerabilities (e.g., malware) or installing a malicious firmware to extract/modify sensitive information or execute unauthorized actions (e.g., control the device remotely). ;A Threat with the title Firmware attacks and the descriptionHardware accelerators often have their own firmware, which can be targeted by attackers. This could include modifying the firmware to introduce vulnerabilities (e.g., malware) or installing a malicious firmware to extract/modify sensitive information or execute unauthorized actions (e.g., control the device remotely). ;A CAPEC with the title Altered Component Firmware. The description of this CAPEC is:An adversary exploits systems features and/or improperly protected firmware of hardware components, such as Hard Disk Drives (HDD), with the goal of executing malicious code from within the component's Master Boot Record (MBR). Conducting this type of attack entails the adversary infecting the target with firmware altering malware, using known tools, and a payload. Once this malware is executed, the MBR is modified to include instructions to execute the payload at desired intervals and when the system is booted up. A successful attack will obtain persistence within the victim system even if the operating system is reinstalled and/or if the component is formatted or has its data erased.. The Domains of this are: Software, Hardware
T-AAL-05;enterprise-attack;Malicious memory accesses;CAPEC-458;0.5544796;"A Threat with the title Malicious memory accesses and the descriptionAAL that allows one process running on the hardware accelerator device to access memory owned by another process running on the hardware accelerator device can leak information (impact on confidentiality).
Similarly, AAL allowing concurrently executing processes to write to one another’s memory may have correctness errors (impact on integrity).
If multiple processes are running concurrently and one is allowed to dominate accelerator resources, the other may suffer from degraded performance. For example, if one process can evict all cache entries belonging to the other, the victim will suffer performance penalties (impact on availability).";"A Threat with the title Malicious memory accesses and the descriptionAAL that allows one process running on the hardware accelerator device to access memory owned by another process running on the hardware accelerator device can leak information (impact on confidentiality).
Similarly, AAL allowing concurrently executing processes to write to one another’s memory may have correctness errors (impact on integrity).
If multiple processes are running concurrently and one is allowed to dominate accelerator resources, the other may suffer from degraded performance. For example, if one process can evict all cache entries belonging to the other, the victim will suffer performance penalties (impact on availability).";A CAPEC with the title Flash Memory Attacks. The description of this CAPEC is:An adversary inserts malicious logic into a product or technology via flashing the on-board memory with a code-base that contains malicious logic. Various attacks exist against the integrity of flash memory, the most direct being rootkits coded into the BIOS or chipset of a device.. The Domains of this are: Software, Hardware
T-R1-05;enterprise-attack;A malicious actor gains unauthorized access to data;CAPEC-657;0.56007963;A Threat with the title A malicious actor gains unauthorized access to data and the descriptionAn attacker can perform a spoofing attack to exploit the Data request and subscription service for the purpose to gain unauthorized access to data.;A Threat with the title A malicious actor gains unauthorized access to data and the descriptionAn attacker can perform a spoofing attack to exploit the Data request and subscription service for the purpose to gain unauthorized access to data.;A CAPEC with the title Malicious Automated Software Update via Spoofing. The description of this CAPEC is:An attackers uses identify or content spoofing to trick a client into performing an automated software update from a malicious source. A malicious automated software update that leverages spoofing can include content or identity spoofing as well as protocol spoofing. Content or identity spoofing attacks can trigger updates in software by embedding scripted mechanisms within a malicious web page, which masquerades as a legitimate update source. Scripting mechanisms communicate with software components and trigger updates from locations specified by the attackers' server. The result is the client believing there is a legitimate software update available but instead downloading a malicious update from the attacker.. The Domains of this are: Supply Chain, Software
T-NEAR-RT-04;enterprise-attack;Attackers exploit non authorized Near-RT RIC APIs to access to resources and services which they are not entitled to use.;CAPEC-388;0.5686259;"A Threat with the title Attackers exploit non authorized Near-RT RIC APIs to access to resources and services which they are not entitled to use. and the descriptionIf the API consumers are not authorized by the API producers, attackers (e.g, malicious xApps) would potentially be able to perform the following types of attacks:
- Abuse and/or theft of services or information (data leakage), requesting and successfully obtaining them from the platform, e.g, in order to extract potentially sensitive information from the network and/or UEs
- Negatively impacting the network performance due to malicious policies over E2 Nodes
- Flooding the platform with resource demanding operations that may lead to a Denial of Service attack

As a reference, OWASP API Security Top 10 report [21] indicates that ‘Broken Object Level Authorization’ has been the most common and impactful attack on APIs. Even if the application implements a proper infrastructure for authorization checks, developers might forget to use these checks before accessing a sensitive object. Unauthorized access can result in data disclosure to unauthorized parties, data loss, or data manipulation.
In the actual context of Near-RT RIC [8], the platform as API producer is responsible to specify those rights/privileges for the platform services as resources to the xApps as consumers. In general, an xApp should only have the required set of permissions to perform the actions for which they are authorized, and no more. 
NOTE: The investigation of services for which the API producer is the xApp is for further study";"A Threat with the title Attackers exploit non authorized Near-RT RIC APIs to access to resources and services which they are not entitled to use. and the descriptionIf the API consumers are not authorized by the API producers, attackers (e.g, malicious xApps) would potentially be able to perform the following types of attacks:
- Abuse and/or theft of services or information (data leakage), requesting and successfully obtaining them from the platform, e.g, in order to extract potentially sensitive information from the network and/or UEs
- Negatively impacting the network performance due to malicious policies over E2 Nodes
- Flooding the platform with resource demanding operations that may lead to a Denial of Service attack

As a reference, OWASP API Security Top 10 report [21] indicates that ‘Broken Object Level Authorization’ has been the most common and impactful attack on APIs. Even if the application implements a proper infrastructure for authorization checks, developers might forget to use these checks before accessing a sensitive object. Unauthorized access can result in data disclosure to unauthorized parties, data loss, or data manipulation.
In the actual context of Near-RT RIC [8], the platform as API producer is responsible to specify those rights/privileges for the platform services as resources to the xApps as consumers. In general, an xApp should only have the required set of permissions to perform the actions for which they are authorized, and no more. 
NOTE: The investigation of services for which the API producer is the xApp is for further study";A CAPEC with the title Application API Button Hijacking. The description of this CAPEC is:An attacker manipulates either egress or ingress data from a client within an application framework in order to change the destination and/or content of buttons displayed to a user within API messages. Performing this attack allows the attacker to manipulate content in such a way as to produce messages or content that looks authentic but contains buttons that point to an attacker controlled destination.. The Domains of this are: Communications, Software
T-SMO-08;enterprise-attack;Attacker exploits insecure API to gain access to SMO;CAPEC-388;0.59121937;A Threat with the title Attacker exploits insecure API to gain access to SMO and the descriptionAn insecure API may allow access to a system for an attacker to conduct remote code execution or an advanced persistent threat;A Threat with the title Attacker exploits insecure API to gain access to SMO and the descriptionAn insecure API may allow access to a system for an attacker to conduct remote code execution or an advanced persistent threat;A CAPEC with the title Application API Button Hijacking. The description of this CAPEC is:An attacker manipulates either egress or ingress data from a client within an application framework in order to change the destination and/or content of buttons displayed to a user within API messages. Performing this attack allows the attacker to manipulate content in such a way as to produce messages or content that looks authentic but contains buttons that point to an attacker controlled destination.. The Domains of this are: Communications, Software
T-R1-05;enterprise-attack;A malicious actor gains unauthorized access to data;CAPEC-388;0.5539341;A Threat with the title A malicious actor gains unauthorized access to data and the descriptionAn attacker can perform a spoofing attack to exploit the Data request and subscription service for the purpose to gain unauthorized access to data.;A Threat with the title A malicious actor gains unauthorized access to data and the descriptionAn attacker can perform a spoofing attack to exploit the Data request and subscription service for the purpose to gain unauthorized access to data.;A CAPEC with the title Application API Button Hijacking. The description of this CAPEC is:An attacker manipulates either egress or ingress data from a client within an application framework in order to change the destination and/or content of buttons displayed to a user within API messages. Performing this attack allows the attacker to manipulate content in such a way as to produce messages or content that looks authentic but contains buttons that point to an attacker controlled destination.. The Domains of this are: Communications, Software
T-A1-02;enterprise-attack;Malicious function or application monitors messaging across A1 interface;CAPEC-388;0.5830508;A Threat with the title Malicious function or application monitors messaging across A1 interface and the descriptionInternal threat actor can gain access to the messaging across the A1 interface for a MiTM attack to read policy.;A Threat with the title Malicious function or application monitors messaging across A1 interface and the descriptionInternal threat actor can gain access to the messaging across the A1 interface for a MiTM attack to read policy.;A CAPEC with the title Application API Button Hijacking. The description of this CAPEC is:An attacker manipulates either egress or ingress data from a client within an application framework in order to change the destination and/or content of buttons displayed to a user within API messages. Performing this attack allows the attacker to manipulate content in such a way as to produce messages or content that looks authentic but contains buttons that point to an attacker controlled destination.. The Domains of this are: Communications, Software
T-A1-03;enterprise-attack;Malicious function or application modifies messaging across A1 interface;CAPEC-388;0.5711757;A Threat with the title Malicious function or application modifies messaging across A1 interface and the descriptionInternal threat actor can gain access to the messaging across the A1 interface for a MiTM attack to modify or inject policy.  This can result in the Near-RT RIC receiving malicious policy.;A Threat with the title Malicious function or application modifies messaging across A1 interface and the descriptionInternal threat actor can gain access to the messaging across the A1 interface for a MiTM attack to modify or inject policy.  This can result in the Near-RT RIC receiving malicious policy.;A CAPEC with the title Application API Button Hijacking. The description of this CAPEC is:An attacker manipulates either egress or ingress data from a client within an application framework in order to change the destination and/or content of buttons displayed to a user within API messages. Performing this attack allows the attacker to manipulate content in such a way as to produce messages or content that looks authentic but contains buttons that point to an attacker controlled destination.. The Domains of this are: Communications, Software
T-SPLANE-05;enterprise-attack;Packet delay manipulation attack;CAPEC-320;0.55340415;"A Threat with the title Packet delay manipulation attack and the descriptionIEEE 1588 requires symmetric delays between GM and slaves. In packet delay manipulation attacks, the attacker is positioned such a way that allows him to delay the transmission of legitimate time synchronization protocol packets to the indended destination.
An attacker launches this attack by either tapping the transmission network or by taking control of an intermediate nodes such as routers, switches and T-TCs.
This attack results in a situation where the time protocol is operational, but slaves are being provided intentionally inaccurate timing information.
This degradation in the accuracy of time may cause DoS to applications on all the RUs that rely on accurate time, potentially bringing down the cell.
A cell outage caused by misaligned time, may further impact performance in connected neighboring cells.";"A Threat with the title Packet delay manipulation attack and the descriptionIEEE 1588 requires symmetric delays between GM and slaves. In packet delay manipulation attacks, the attacker is positioned such a way that allows him to delay the transmission of legitimate time synchronization protocol packets to the indended destination.
An attacker launches this attack by either tapping the transmission network or by taking control of an intermediate nodes such as routers, switches and T-TCs.
This attack results in a situation where the time protocol is operational, but slaves are being provided intentionally inaccurate timing information.
This degradation in the accuracy of time may cause DoS to applications on all the RUs that rely on accurate time, potentially bringing down the cell.
A cell outage caused by misaligned time, may further impact performance in connected neighboring cells.";A CAPEC with the title TCP Timestamp Probe. The description of this CAPEC is:This OS fingerprinting probe examines the remote server's implementation of TCP timestamps. Not all operating systems implement timestamps within the TCP header, but when timestamps are used then this provides the attacker with a means to guess the operating system of the target. The attacker begins by probing any active TCP service in order to get response which contains a TCP timestamp. Different Operating systems update the timestamp value using different intervals. This type of analysis is most accurate when multiple timestamp responses are received and then analyzed. TCP timestamps can be found in the TCP Options field of the TCP header.. The Domain of this is: Software
